store_nbr,item_nbr,units,season
6,14,4,summer
6,45,55,summer
7,5,109,summer
7,7,1,summer
7,23,21,summer
8,5,51,summer
8,23,14,summer
8,59,1,summer
8,93,3,summer
9,5,44,summer
9,42,10,summer
9,45,76,summer
10,5,61,summer
10,21,2,summer
10,37,16,summer
11,9,9,summer
11,61,1,summer
11,68,51,summer
11,86,2,summer
11,87,1,summer
12,16,45,summer
12,37,19,summer
12,79,3,summer
13,5,98,summer
13,36,117,summer
13,46,4,summer
13,93,3,summer
14,9,10,summer
14,25,25,summer
14,70,2,summer
14,93,1,summer
15,5,123,summer
15,45,89,summer
15,61,1,summer
15,86,2,summer
15,93,6,summer
16,16,25,summer
16,25,172,summer
16,93,1,summer
17,9,331,summer
17,37,80,summer
17,48,125,summer
18,5,36,summer
18,37,12,summer
18,72,2,summer
19,16,16,summer
19,83,16,summer
20,5,80,summer
20,41,28,summer
21,5,25,summer
21,44,60,summer
21,91,2,summer
22,9,27,summer
22,68,60,summer
23,5,19,summer
23,29,1,summer
23,45,34,summer
23,56,2,summer
24,6,62,summer
24,43,60,summer
24,60,1,summer
25,9,80,summer
25,12,3,summer
25,45,86,summer
25,81,9,summer
25,93,12,summer
26,2,4,summer
26,5,72,summer
26,45,63,summer
27,9,45,summer
27,68,47,summer
28,2,1,summer
28,5,39,summer
28,35,1,summer
28,45,56,summer
29,8,21,summer
29,41,36,summer
29,45,69,summer
30,13,5,summer
30,16,95,summer
30,44,293,summer
31,9,68,summer
31,45,84,summer
31,93,7,summer
32,9,36,summer
32,45,33,summer
32,93,3,summer
33,9,111,summer
33,44,244,summer
33,92,3,summer
33,93,1,summer
34,9,43,summer
34,45,152,summer
34,52,1,summer
35,16,16,summer
35,66,18,summer
35,93,5,summer
36,1,1,summer
36,9,79,summer
36,44,87,summer
37,5,51,summer
37,45,47,summer
38,9,78,summer
38,45,98,summer
38,52,1,summer
39,9,2,summer
39,36,8,summer
40,5,33,summer
40,45,63,summer
41,16,41,summer
41,68,47,summer
41,93,1,summer
42,5,33,summer
42,45,71,summer
43,3,5,summer
43,16,73,summer
43,37,20,summer
44,5,31,summer
44,62,1,summer
44,68,77,summer
44,93,1,summer
44,94,3,summer
45,9,14,summer
45,26,7,summer
1,9,57,summer
1,28,1,summer
1,89,1,summer
2,5,80,summer
2,11,1,summer
2,44,131,summer
2,93,1,summer
3,2,1,summer
3,5,62,summer
3,45,92,summer
4,9,75,summer
4,27,3,summer
4,90,1,summer
4,93,17,summer
5,16,15,summer
5,32,1,summer
5,37,10,summer
6,9,30,summer
6,14,1,summer
6,45,73,summer
7,5,108,summer
7,7,2,summer
7,23,36,summer
8,5,35,summer
8,23,10,summer
8,93,2,summer
9,5,61,summer
9,10,1,summer
9,42,12,summer
9,45,94,summer
9,93,2,summer
10,5,78,summer
10,37,15,summer
11,9,55,summer
11,68,71,summer
11,87,1,summer
12,16,32,summer
12,37,7,summer
12,93,7,summer
13,5,102,summer
13,36,130,summer
13,46,1,summer
13,93,7,summer
14,9,18,summer
14,25,8,summer
14,33,1,summer
14,70,3,summer
15,5,27,summer
15,17,2,summer
15,45,101,summer
15,86,1,summer
15,93,15,summer
16,16,45,summer
16,25,234,summer
17,9,186,summer
17,37,90,summer
17,48,253,summer
18,5,20,summer
18,37,12,summer
19,16,17,summer
19,69,1,summer
19,83,10,summer
19,88,4,summer
19,93,5,summer
20,5,90,summer
20,18,1,summer
20,41,33,summer
20,74,1,summer
20,93,1,summer
21,5,69,summer
21,44,86,summer
22,9,44,summer
22,54,3,summer
22,68,61,summer
22,78,1,summer
22,93,6,summer
23,5,49,summer
23,45,42,summer
24,6,93,summer
24,43,69,summer
24,60,1,summer
25,9,72,summer
25,45,110,summer
25,81,16,summer
25,93,12,summer
26,2,3,summer
26,5,65,summer
26,45,57,summer
27,9,32,summer
27,21,4,summer
27,68,42,summer
28,5,70,summer
28,35,1,summer
28,45,65,summer
29,8,29,summer
29,41,14,summer
29,45,78,summer
30,13,2,summer
30,16,67,summer
30,44,221,summer
31,9,61,summer
31,45,116,summer
31,93,4,summer
32,9,83,summer
32,19,1,summer
32,45,59,summer
32,58,3,summer
32,93,40,summer
33,9,126,summer
33,44,175,summer
33,92,1,summer
33,93,1,summer
34,9,50,summer
34,31,4,summer
34,45,103,summer
34,52,3,summer
34,84,1,summer
35,16,22,summer
35,63,3,summer
35,66,20,summer
35,93,16,summer
36,1,3,summer
36,9,58,summer
36,44,107,summer
37,5,50,summer
37,45,58,summer
38,9,51,summer
38,45,111,summer
38,93,2,summer
39,9,2,summer
39,36,14,summer
40,5,59,summer
40,45,88,summer
41,16,41,summer
41,68,56,summer
42,5,48,summer
42,45,71,summer
43,16,73,summer
43,37,21,summer
43,73,1,summer
44,5,35,summer
44,62,1,summer
44,68,56,summer
44,94,1,summer
45,9,15,summer
45,26,5,summer
1,9,23,summer
1,28,5,summer
1,93,8,summer
2,5,82,summer
2,44,170,summer
2,93,3,summer
3,2,5,summer
3,5,105,summer
3,45,90,summer
3,93,2,summer
4,9,137,summer
4,27,14,summer
5,16,31,summer
5,20,2,summer
5,37,13,summer
6,9,84,summer
6,45,64,summer
7,5,196,summer
7,23,28,summer
7,93,5,summer
8,5,33,summer
8,23,13,summer
8,59,3,summer
8,93,5,summer
9,5,109,summer
9,42,18,summer
9,45,78,summer
9,93,4,summer
10,5,128,summer
10,21,2,summer
10,37,19,summer
11,9,41,summer
11,61,1,summer
11,68,76,summer
11,87,7,summer
12,16,52,summer
12,37,26,summer
12,79,2,summer
13,5,120,summer
13,36,115,summer
13,46,2,summer
13,93,2,summer
14,9,30,summer
15,5,125,summer
15,17,2,summer
15,45,129,summer
15,61,4,summer
15,86,2,summer
15,93,16,summer
16,16,41,summer
16,25,171,summer
16,93,1,summer
17,9,328,summer
17,37,26,summer
17,48,192,summer
18,5,38,summer
18,37,15,summer
18,57,2,summer
19,16,20,summer
19,83,11,summer
19,93,3,summer
20,5,140,summer
20,18,1,summer
20,41,31,summer
20,93,1,summer
21,5,50,summer
21,44,93,summer
21,91,2,summer
22,9,105,summer
22,68,78,summer
22,78,1,summer
22,93,1,summer
23,5,16,summer
23,29,2,summer
23,45,44,summer
23,56,1,summer
24,6,62,summer
24,43,61,summer
24,60,2,summer
25,9,126,summer
25,12,1,summer
25,45,146,summer
25,81,12,summer
25,84,1,summer
25,93,23,summer
26,2,3,summer
26,5,54,summer
26,45,54,summer
27,9,87,summer
27,68,77,summer
27,80,1,summer
27,93,1,summer
28,2,2,summer
28,5,40,summer
28,35,1,summer
28,45,62,summer
29,8,67,summer
29,41,33,summer
29,45,84,summer
29,56,2,summer
30,13,3,summer
30,16,79,summer
30,44,233,summer
31,9,46,summer
31,45,92,summer
32,9,25,summer
32,45,72,summer
32,93,7,summer
33,9,145,summer
33,44,219,summer
33,92,1,summer
34,9,26,summer
34,45,135,summer
34,52,2,summer
35,16,34,summer
35,63,2,summer
35,66,16,summer
35,93,8,summer
36,1,7,summer
36,9,45,summer
36,30,3,summer
36,44,86,summer
37,5,93,summer
37,45,69,summer
37,53,1,summer
38,9,105,summer
38,45,149,summer
38,52,3,summer
38,93,7,summer
39,36,16,summer
40,5,82,summer
40,45,94,summer
40,55,2,summer
41,16,41,summer
41,61,1,summer
41,68,45,summer
41,93,9,summer
42,5,63,summer
42,45,89,summer
42,82,1,summer
43,3,1,summer
43,16,74,summer
43,37,25,summer
44,5,40,summer
44,62,2,summer
44,68,91,summer
44,93,2,summer
44,94,2,summer
45,9,2,summer
45,26,7,summer
1,9,14,summer
1,28,4,summer
2,5,41,summer
2,44,110,summer
3,2,1,summer
3,5,55,summer
3,45,69,summer
4,9,103,summer
4,27,7,summer
4,90,1,summer
4,93,4,summer
5,16,22,summer
5,37,7,summer
6,9,66,summer
6,45,60,summer
7,5,104,summer
7,23,21,summer
7,93,2,summer
8,5,59,summer
8,23,14,summer
8,59,1,summer
8,93,10,summer
9,5,83,summer
9,10,2,summer
9,42,8,summer
9,45,72,summer
10,5,111,summer
10,37,9,summer
11,9,53,summer
11,68,55,summer
11,86,1,summer
11,87,3,summer
12,16,28,summer
12,37,19,summer
12,93,2,summer
13,5,73,summer
13,36,110,summer
13,93,9,summer
14,9,6,summer
14,25,18,summer
14,70,3,summer
15,5,115,summer
15,45,84,summer
16,16,36,summer
16,25,157,summer
16,93,2,summer
17,9,224,summer
17,37,67,summer
17,48,121,summer
17,71,1,summer
18,5,10,summer
18,37,6,summer
18,72,1,summer
19,16,12,summer
19,69,2,summer
19,83,10,summer
20,5,83,summer
20,41,30,summer
20,93,2,summer
21,5,46,summer
21,44,70,summer
22,9,77,summer
22,54,2,summer
22,68,46,summer
22,78,2,summer
22,93,1,summer
23,5,49,summer
23,29,4,summer
23,45,40,summer
23,56,2,summer
24,6,147,summer
24,43,32,summer
25,9,74,summer
25,45,100,summer
25,81,11,summer
26,5,31,summer
26,45,53,summer
27,9,32,summer
27,21,1,summer
27,68,37,summer
27,80,1,summer
28,2,3,summer
28,5,93,summer
28,35,1,summer
28,45,53,summer
29,8,34,summer
29,41,28,summer
29,45,67,summer
30,16,70,summer
30,44,248,summer
31,9,55,summer
31,45,76,summer
31,93,2,summer
32,9,22,summer
32,19,1,summer
32,45,33,summer
32,93,6,summer
33,9,112,summer
33,44,183,summer
33,93,2,summer
34,9,44,summer
34,31,1,summer
34,45,73,summer
34,52,1,summer
35,16,21,summer
35,66,11,summer
35,93,1,summer
36,1,5,summer
36,9,55,summer
36,30,2,summer
36,44,115,summer
37,5,67,summer
37,45,51,summer
38,9,57,summer
38,45,84,summer
39,9,6,summer
39,36,17,summer
40,5,83,summer
40,45,52,summer
41,16,23,summer
41,68,32,summer
41,93,2,summer
42,5,61,summer
42,45,73,summer
42,82,1,summer
43,3,2,summer
43,16,86,summer
43,37,21,summer
43,73,1,summer
43,93,2,summer
44,5,45,summer
44,62,1,summer
44,68,48,summer
44,94,1,summer
45,4,1,summer
45,9,17,summer
45,26,4,summer
1,9,26,summer
1,28,2,summer
1,93,12,summer
2,5,100,summer
2,44,148,summer
2,93,6,summer
3,2,5,summer
3,5,221,summer
3,45,86,summer
3,93,1,summer
4,9,82,summer
4,27,6,summer
5,16,16,summer
5,37,8,summer
6,9,61,summer
6,14,4,summer
6,45,54,summer
7,5,62,summer
7,23,21,summer
7,93,8,summer
8,5,57,summer
8,23,4,summer
8,59,2,summer
8,93,1,summer
9,5,82,summer
9,42,9,summer
9,45,89,summer
9,93,8,summer
10,5,82,summer
10,37,12,summer
11,9,22,summer
11,61,2,summer
11,68,30,summer
11,87,2,summer
12,16,40,summer
12,37,28,summer
12,93,1,summer
13,5,93,summer
13,36,112,summer
13,46,8,summer
13,93,11,summer
14,9,5,summer
14,25,16,summer
14,70,1,summer
14,93,3,summer
15,5,82,summer
15,17,1,summer
15,45,93,summer
15,93,3,summer
16,16,43,summer
16,25,162,summer
16,93,2,summer
17,9,112,summer
17,37,63,summer
17,48,197,summer
17,71,1,summer
18,5,21,summer
18,37,12,summer
18,57,1,summer
18,72,1,summer
19,16,15,summer
19,69,1,summer
19,83,12,summer
20,5,213,summer
20,41,47,summer
20,74,5,summer
21,5,99,summer
21,44,131,summer
21,91,4,summer
22,9,66,summer
22,54,1,summer
22,68,46,summer
22,78,4,summer
23,5,53,summer
23,45,39,summer
23,56,1,summer
24,6,9,summer
24,43,52,summer
24,60,1,summer
25,9,80,summer
25,45,87,summer
25,81,5,summer
25,84,3,summer
26,2,3,summer
26,5,79,summer
26,45,62,summer
27,9,30,summer
27,68,33,summer
27,80,1,summer
28,2,2,summer
28,5,73,summer
28,45,90,summer
29,8,93,summer
29,41,50,summer
29,45,94,summer
29,56,4,summer
30,13,3,summer
30,16,37,summer
30,44,202,summer
30,65,1,summer
31,9,121,summer
31,45,118,summer
32,9,31,summer
32,19,1,summer
32,45,42,summer
32,58,3,summer
33,9,247,summer
33,44,364,summer
33,85,1,summer
33,92,6,summer
33,93,3,summer
34,9,116,summer
34,45,178,summer
34,52,2,summer
35,16,15,summer
35,63,2,summer
35,66,11,summer
35,93,3,summer
36,1,1,summer
36,9,45,summer
36,30,1,summer
36,44,106,summer
37,5,32,summer
37,45,60,summer
38,9,139,summer
38,45,116,summer
38,52,2,summer
38,93,10,summer
39,36,11,summer
40,5,28,summer
40,45,67,summer
41,16,41,summer
41,61,2,summer
41,68,28,summer
42,5,173,summer
42,45,98,summer
43,3,2,summer
43,16,57,summer
43,37,19,summer
44,5,62,summer
44,68,45,summer
44,93,2,summer
44,94,1,summer
45,4,4,summer
45,9,58,summer
45,26,9,summer
1,9,37,summer
1,28,3,summer
1,89,1,summer
1,93,2,summer
2,5,43,summer
2,11,2,summer
2,44,124,summer
3,2,2,summer
3,5,74,summer
3,45,79,summer
3,93,1,summer
4,9,109,summer
4,27,11,summer
4,90,2,summer
4,93,2,summer
5,16,9,summer
5,37,12,summer
6,9,106,summer
6,14,1,summer
6,45,53,summer
7,5,145,summer
7,7,2,summer
7,23,33,summer
8,5,18,summer
8,23,17,summer
8,59,1,summer
9,5,50,summer
9,42,9,summer
9,45,66,summer
10,5,93,summer
10,21,1,summer
10,37,15,summer
11,9,36,summer
11,68,17,summer
12,16,40,summer
12,37,14,summer
12,79,3,summer
12,93,5,summer
13,5,98,summer
13,36,84,summer
13,46,2,summer
13,93,2,summer
14,9,15,summer
14,25,6,summer
14,70,3,summer
14,93,8,summer
15,5,111,summer
15,45,71,summer
15,93,21,summer
16,16,57,summer
16,25,138,summer
16,93,5,summer
17,9,146,summer
17,37,52,summer
17,48,229,summer
17,71,2,summer
18,5,37,summer
18,37,8,summer
19,16,9,summer
19,83,15,summer
19,93,4,summer
20,5,61,summer
20,41,29,summer
20,93,2,summer
21,5,42,summer
21,44,84,summer
21,91,1,summer
22,9,29,summer
22,68,53,summer
22,78,1,summer
23,5,47,summer
23,45,45,summer
24,6,33,summer
24,43,52,summer
24,60,1,summer
24,76,2,summer
25,9,59,summer
25,45,67,summer
25,81,12,summer
26,2,4,summer
26,5,123,summer
26,45,58,summer
27,9,23,summer
27,21,1,summer
27,68,32,summer
28,2,5,summer
28,5,49,summer
28,35,2,summer
28,45,64,summer
29,8,26,summer
29,41,23,summer
29,45,57,summer
29,56,1,summer
30,13,2,summer
30,16,59,summer
30,44,263,summer
30,65,1,summer
31,9,61,summer
31,45,83,summer
32,9,20,summer
32,45,47,summer
33,9,93,summer
33,44,208,summer
33,92,5,summer
34,9,45,summer
34,45,97,summer
34,93,1,summer
35,16,25,summer
35,63,4,summer
35,66,10,summer
35,93,4,summer
36,1,1,summer
36,9,26,summer
36,44,117,summer
37,5,70,summer
37,45,52,summer
38,9,89,summer
38,45,111,summer
39,9,3,summer
39,36,6,summer
40,5,38,summer
40,45,39,summer
41,16,30,summer
41,61,2,summer
41,68,22,summer
41,86,1,summer
42,5,142,summer
42,45,65,summer
42,82,2,summer
43,3,3,summer
43,16,75,summer
43,37,19,summer
44,5,40,summer
44,68,86,summer
44,93,4,summer
44,94,1,summer
45,9,11,summer
45,26,4,summer
1,9,13,summer
1,28,3,summer
1,89,1,summer
1,93,1,summer
2,5,124,summer
2,44,109,summer
3,2,4,summer
3,5,62,summer
3,45,68,summer
3,93,4,summer
4,9,68,summer
4,27,11,summer
4,93,1,summer
5,16,26,summer
5,20,3,summer
5,37,18,summer
5,93,5,summer
6,9,56,summer
6,45,57,summer
7,5,92,summer
7,7,1,summer
7,23,18,summer
8,5,28,summer
8,23,5,summer
8,59,1,summer
8,84,1,summer
8,93,2,summer
9,5,66,summer
9,10,1,summer
9,42,8,summer
9,45,57,summer
10,5,74,summer
10,21,4,summer
10,37,13,summer
11,9,19,summer
11,68,29,summer
11,87,2,summer
12,16,36,summer
12,37,23,summer
12,79,3,summer
13,5,70,summer
13,36,99,summer
13,46,6,summer
14,9,32,summer
14,25,15,summer
14,33,2,summer
14,70,2,summer
14,93,8,summer
15,5,39,summer
15,17,2,summer
15,45,81,summer
15,61,1,summer
16,16,33,summer
16,25,163,summer
17,9,119,summer
17,37,54,summer
17,48,164,summer
18,5,22,summer
18,37,6,summer
18,72,1,summer
19,16,13,summer
19,83,10,summer
19,93,4,summer
20,5,112,summer
20,18,3,summer
20,41,29,summer
20,74,4,summer
20,93,4,summer
21,5,33,summer
21,44,58,summer
22,9,55,summer
22,68,58,summer
22,78,6,summer
22,93,1,summer
23,5,46,summer
23,29,2,summer
23,45,30,summer
24,6,67,summer
24,43,55,summer
25,9,85,summer
25,45,81,summer
25,81,12,summer
25,84,1,summer
25,93,1,summer
26,5,72,summer
26,45,48,summer
27,9,26,summer
27,21,2,summer
27,68,53,summer
28,2,1,summer
28,5,41,summer
28,35,1,summer
28,45,56,summer
29,8,67,summer
29,41,19,summer
29,45,52,summer
30,13,2,summer
30,16,54,summer
30,44,253,summer
31,9,30,summer
31,45,74,summer
32,9,22,summer
32,19,3,summer
32,45,46,summer
32,58,6,summer
32,86,3,summer
33,9,183,summer
33,44,209,summer
33,92,1,summer
34,9,50,summer
34,45,118,summer
34,52,2,summer
35,16,17,summer
35,66,6,summer
36,1,1,summer
36,9,42,summer
36,44,96,summer
37,5,56,summer
37,45,35,summer
37,53,4,summer
38,9,68,summer
38,45,102,summer
39,9,2,summer
39,36,17,summer
40,5,68,summer
40,45,43,summer
41,16,23,summer
41,68,33,summer
41,93,2,summer
42,5,58,summer
42,45,72,summer
42,82,1,summer
43,3,3,summer
43,16,82,summer
43,37,28,summer
44,5,45,summer
44,68,66,summer
45,9,4,summer
45,26,8,summer
1,9,13,summer
1,28,5,summer
1,89,1,summer
1,93,3,summer
2,5,73,summer
2,44,129,summer
3,2,2,summer
3,5,97,summer
3,45,101,summer
4,9,49,summer
4,27,6,summer
4,93,4,summer
5,16,25,summer
5,20,2,summer
5,37,12,summer
6,9,34,summer
6,45,50,summer
7,5,192,summer
7,7,2,summer
7,23,20,summer
7,93,2,summer
8,5,26,summer
8,23,15,summer
8,59,2,summer
8,84,1,summer
9,5,36,summer
9,42,9,summer
9,45,95,summer
9,93,1,summer
10,5,141,summer
10,21,1,summer
10,37,17,summer
11,9,15,summer
11,61,2,summer
11,68,70,summer
11,87,3,summer
12,16,45,summer
12,37,18,summer
12,79,7,summer
12,93,14,summer
13,5,120,summer
13,36,127,summer
13,46,1,summer
14,9,2,summer
14,25,19,summer
14,70,6,summer
15,5,94,summer
15,17,1,summer
15,45,106,summer
16,16,53,summer
16,25,206,summer
16,93,3,summer
17,9,214,summer
17,37,73,summer
17,48,212,summer
17,71,4,summer
18,5,8,summer
18,37,19,summer
19,16,13,summer
19,69,2,summer
19,83,14,summer
19,93,6,summer
20,5,55,summer
20,18,1,summer
20,41,28,summer
20,74,1,summer
20,93,5,summer
21,5,56,summer
21,44,85,summer
21,91,1,summer
22,9,24,summer
22,54,3,summer
22,68,47,summer
22,78,6,summer
22,93,6,summer
23,5,21,summer
23,45,37,summer
24,6,20,summer
24,43,69,summer
24,76,1,summer
25,9,51,summer
25,12,1,summer
25,45,90,summer
25,81,14,summer
26,5,61,summer
26,45,63,summer
27,9,40,summer
27,21,3,summer
27,68,65,summer
28,2,2,summer
28,5,52,summer
28,35,2,summer
28,45,66,summer
29,8,50,summer
29,41,19,summer
29,45,60,summer
30,16,38,summer
30,44,242,summer
31,9,32,summer
31,45,96,summer
31,93,1,summer
32,9,18,summer
32,45,41,summer
32,58,9,summer
32,86,1,summer
32,93,1,summer
33,9,185,summer
33,44,240,summer
33,92,5,summer
33,93,1,summer
34,9,24,summer
34,31,1,summer
34,45,75,summer
34,93,8,summer
35,16,22,summer
35,63,3,summer
35,66,15,summer
35,93,2,summer
36,9,43,summer
36,30,1,summer
36,44,95,summer
37,5,44,summer
37,45,61,summer
38,9,107,summer
38,45,78,summer
39,36,16,summer
40,5,33,summer
40,45,51,summer
41,16,44,summer
41,61,2,summer
41,68,42,summer
41,93,2,summer
42,5,65,summer
42,45,61,summer
43,3,2,summer
43,16,72,summer
43,37,18,summer
44,5,29,summer
44,62,1,summer
44,68,76,summer
44,93,6,summer
44,94,4,summer
45,9,11,summer
45,26,2,summer
1,9,57,summer
1,28,2,summer
1,93,9,summer
2,5,42,summer
2,44,168,summer
2,93,4,summer
3,2,8,summer
3,5,35,summer
3,45,102,summer
4,9,65,summer
4,27,11,summer
4,90,4,summer
4,93,1,summer
5,16,19,summer
5,32,1,summer
5,37,10,summer
6,9,61,summer
6,14,1,summer
6,45,55,summer
7,5,155,summer
7,7,2,summer
7,23,21,summer
7,93,2,summer
8,5,36,summer
8,23,12,summer
8,59,1,summer
9,5,45,summer
9,42,14,summer
9,45,95,summer
9,93,2,summer
10,5,168,summer
10,21,2,summer
10,37,15,summer
10,93,3,summer
11,9,53,summer
11,61,1,summer
11,68,61,summer
11,86,1,summer
11,87,6,summer
12,16,60,summer
12,37,23,summer
12,79,2,summer
12,86,2,summer
12,93,7,summer
13,5,64,summer
13,36,117,summer
13,46,3,summer
13,93,1,summer
14,9,19,summer
14,25,16,summer
14,88,1,summer
14,93,10,summer
15,5,101,summer
15,17,2,summer
15,45,122,summer
15,61,2,summer
15,86,1,summer
16,16,33,summer
16,25,187,summer
16,85,1,summer
17,9,146,summer
17,37,70,summer
17,48,175,summer
18,5,30,summer
18,37,10,summer
18,72,1,summer
19,16,8,summer
19,69,1,summer
19,83,5,summer
19,88,1,summer
20,5,89,summer
20,18,2,summer
20,41,34,summer
20,74,3,summer
20,93,2,summer
21,5,42,summer
21,44,104,summer
22,9,55,summer
22,68,46,summer
22,78,2,summer
22,93,4,summer
23,5,52,summer
23,29,1,summer
23,45,49,summer
23,56,1,summer
24,6,55,summer
24,43,64,summer
24,76,1,summer
25,9,160,summer
25,12,1,summer
25,45,97,summer
25,81,9,summer
26,5,98,summer
26,45,63,summer
27,9,33,summer
27,21,2,summer
27,68,61,summer
27,80,1,summer
28,2,3,summer
28,5,39,summer
28,45,52,summer
29,8,36,summer
29,41,35,summer
29,45,72,summer
29,56,2,summer
30,13,3,summer
30,16,71,summer
30,44,257,summer
30,65,2,summer
31,9,81,summer
31,45,123,summer
32,9,8,summer
32,45,52,summer
33,9,128,summer
33,44,288,summer
33,92,3,summer
34,9,35,summer
34,31,1,summer
34,45,87,summer
34,52,2,summer
34,93,4,summer
35,16,33,summer
35,63,1,summer
35,66,14,summer
36,9,64,summer
36,30,1,summer
36,44,90,summer
37,5,80,summer
37,45,80,summer
38,9,34,summer
38,45,131,summer
38,52,1,summer
39,36,18,summer
40,5,109,summer
40,45,96,summer
40,93,1,summer
41,16,50,summer
41,68,44,summer
42,5,70,summer
42,45,63,summer
42,82,2,summer
43,3,5,summer
43,16,94,summer
43,37,27,summer
44,5,111,summer
44,62,1,summer
44,68,77,summer
45,4,1,summer
45,9,23,summer
45,26,4,summer
1,9,12,summer
1,28,8,summer
2,5,76,summer
2,44,137,summer
3,5,99,summer
3,45,105,summer
4,9,81,summer
4,27,10,summer
4,90,1,summer
5,16,20,summer
5,20,1,summer
5,37,15,summer
6,9,61,summer
6,45,95,summer
7,5,106,summer
7,7,2,summer
7,23,41,summer
7,93,10,summer
8,5,36,summer
8,23,15,summer
8,59,3,summer
8,93,1,summer
9,5,90,summer
9,10,1,summer
9,42,15,summer
9,45,111,summer
9,93,1,summer
10,5,117,summer
10,21,1,summer
10,37,13,summer
11,9,39,summer
11,61,4,summer
11,68,86,summer
11,86,1,summer
12,16,43,summer
12,37,24,summer
13,5,87,summer
13,36,110,summer
13,46,1,summer
13,93,1,summer
14,9,52,summer
14,25,9,summer
14,70,7,summer
14,93,3,summer
15,5,88,summer
15,17,1,summer
15,45,114,summer
15,86,1,summer
16,16,43,summer
16,25,174,summer
16,93,3,summer
17,9,211,summer
17,37,77,summer
17,48,210,summer
18,5,8,summer
18,37,10,summer
19,16,10,summer
19,83,13,summer
19,88,5,summer
20,5,121,summer
20,41,39,summer
20,74,1,summer
21,5,43,summer
21,44,110,summer
22,9,78,summer
22,54,2,summer
22,68,51,summer
22,78,5,summer
23,5,17,summer
23,29,1,summer
23,45,42,summer
23,56,2,summer
24,6,44,summer
24,43,56,summer
25,9,143,summer
25,12,1,summer
25,45,31,summer
25,81,13,summer
26,2,7,summer
26,5,80,summer
26,45,67,summer
27,9,50,summer
27,21,1,summer
27,68,88,summer
28,5,43,summer
28,45,73,summer
29,8,75,summer
29,41,29,summer
29,45,104,summer
30,13,2,summer
30,16,62,summer
30,44,319,summer
31,9,67,summer
31,45,98,summer
32,9,79,summer
32,45,72,summer
32,58,10,summer
33,9,267,summer
33,44,230,summer
33,92,5,summer
34,9,99,summer
34,31,1,summer
34,45,113,summer
34,52,2,summer
35,16,19,summer
35,66,9,summer
36,1,2,summer
36,9,101,summer
36,30,1,summer
36,44,111,summer
37,5,68,summer
37,45,83,summer
37,53,2,summer
38,9,149,summer
38,45,133,summer
38,52,1,summer
39,9,7,summer
39,36,6,summer
40,5,61,summer
40,45,97,summer
40,55,1,summer
41,16,53,summer
41,68,38,summer
41,93,2,summer
42,5,68,summer
42,45,86,summer
